nivel;codigo_comuna;comuna;codigo_provincia;provincia;codigo_region;region;sexo;edad;poblacion
Comuna;1101;Iquique;11;Iquique;1;Tarapacá;Hombres;0-4;5052
Comuna;1101;Iquique;11;Iquique;1;Tarapacá;Hombres;5-9;6565
Comuna;1101;Iquique;11;Iquique;1;Tarapacá;Hombres;10-14;7482
Comuna;1101;Iquique;11;Iquique;1;Tarapacá;Hombres;15-19;6664
Comuna;1101;Iquique;11;Iquique;1;Tarapacá;Hombres;20-24;6804
Comuna;1101;Iquique;11;Iquique;1;Tarapacá;Hombres;25-29;8211
Comuna;1101;Iquique;11;Iquique;1;Tarapacá;Hombres;30-34;9160
Comuna;1101;Iquique;11;Iquique;1;Tarapacá;Hombres;35-39;8309
Comuna;1101;Iquique;11;Iquique;1;Tarapacá;Hombres;40-44;7586
Comuna;1101;Iquique;11;Iquique;1;Tarapacá;Hombres;45-49;6361
Comuna;1101;Iquique;11;Iquique;1;Tarapacá;Hombres;50-54;5793
Comuna;1101;Iquique;11;Iquique;1;Tarapacá;Hombres;55-59;4878
Comuna;1101;Iquique;11;Iquique;1;Tarapacá;Hombres;60-64;4671
Comuna;1101;Iquique;11;Iquique;1;Tarapacá;Hombres;65-69;4179
Comuna;1101;Iquique;11;Iquique;1;Tarapacá;Hombres;70-74;2985
Comuna;1101;Iquique;11;Iquique;1;Tarapacá;Hombres;75-79;1908
Comuna;1101;Iquique;11;Iquique;1;Tarapacá;Hombres;80-84;1050
Comuna;1101;Iquique;11;Iquique;1;Tarapacá;Hombres;85 o más;755
Comuna;1101;Iquique;11;Iquique;1;Tarapacá;Hombres;Total;98413
Comuna;1101;Iquique;11;Iquique;1;Tarapacá;Mujeres;0-4;4915
Comuna;1101;Iquique;11;Iquique;1;Tarapacá;Mujeres;5-9;6502
Comuna;1101;Iquique;11;Iquique;1;Tarapacá;Mujeres;10-14;7079
Comuna;1101;Iquique;11;Iquique;1;Tarapacá;Mujeres;15-19;6241
Comuna;1101;Iquique;11;Iquique;1;Tarapacá;Mujeres;20-24;6423
Comuna;1101;Iquique;11;Iquique;1;Tarapacá;Mujeres;25-29;8177
Comuna;1101;Iquique;11;Iquique;1;Tarapacá;Mujeres;30-34;9027
Comuna;1101;Iquique;11;Iquique;1;Tarapacá;Mujeres;35-39;8539
Comuna;1101;Iquique;11;Iquique;1;Tarapacá;Mujeres;40-44;7835
Comuna;1101;Iquique;11;Iquique;1;Tarapacá;Mujeres;45-49;6485
Comuna;1101;Iquique;11;Iquique;1;Tarapacá;Mujeres;50-54;6012
Comuna;1101;Iquique;11;Iquique;1;Tarapacá;Mujeres;55-59;5192
Comuna;1101;Iquique;11;Iquique;1;Tarapacá;Mujeres;60-64;5396
Comuna;1101;Iquique;11;Iquique;1;Tarapacá;Mujeres;65-69;4592
Comuna;1101;Iquique;11;Iquique;1;Tarapacá;Mujeres;70-74;3438
Comuna;1101;Iquique;11;Iquique;1;Tarapacá;Mujeres;75-79;2284
Comuna;1101;Iquique;11;Iquique;1;Tarapacá;Mujeres;80-84;1505
Comuna;1101;Iquique;11;Iquique;1;Tarapacá;Mujeres;85 o más;1532
Comuna;1101;Iquique;11;Iquique;1;Tarapacá;Mujeres;Total;101174
Comuna;1101;Iquique;11;Iquique;1;Tarapacá;Total;0-4;9967
Comuna;1101;Iquique;11;Iquique;1;Tarapacá;Total;5-9;13067
Comuna;1101;Iquique;11;Iquique;1;Tarapacá;Total;10-14;14561
Comuna;1101;Iquique;11;Iquique;1;Tarapacá;Total;15-19;12905
Comuna;1101;Iquique;11;Iquique;1;Tarapacá;Total;20-24;13227
Comuna;1101;Iquique;11;Iquique;1;Tarapacá;Total;25-29;16388
Comuna;1101;Iquique;11;Iquique;1;Tarapacá;Total;30-34;18187
Comuna;1101;Iquique;11;Iquique;1;Tarapacá;Total;35-39;16848
Comuna;1101;Iquique;11;Iquique;1;Tarapacá;Total;40-44;15421
Comuna;1101;Iquique;11;Iquique;1;Tarapacá;Total;45-49;12846
Comuna;1101;Iquique;11;Iquique;1;Tarapacá;Total;50-54;11805
Comuna;1101;Iquique;11;Iquique;1;Tarapacá;Total;55-59;10070
Comuna;1101;Iquique;11;Iquique;1;Tarapacá;Total;60-64;10067
Comuna;1101;Iquique;11;Iquique;1;Tarapacá;Total;65-69;8771
Comuna;1101;Iquique;11;Iquique;1;Tarapacá;Total;70-74;6423
Comuna;1101;Iquique;11;Iquique;1;Tarapacá;Total;75-79;4192
Comuna;1101;Iquique;11;Iquique;1;Tarapacá;Total;80-84;2555
Comuna;1101;Iquique;11;Iquique;1;Tarapacá;Total;85 o más;2287
Comuna;1101;Iquique;11;Iquique;1;Tarapacá;Total;Total;199587
Comuna;1107;Alto Hospicio;11;Iquique;1;Tarapacá;Hombres;0-4;5294
Comuna;1107;Alto Hospicio;11;Iquique;1;Tarapacá;Hombres;5-9;6437
Comuna;1107;Alto Hospicio;11;Iquique;1;Tarapacá;Hombres;10-14;6672
Comuna;1107;Alto Hospicio;11;Iquique;1;Tarapacá;Hombres;15-19;6297
Comuna;1107;Alto Hospicio;11;Iquique;1;Tarapacá;Hombres;20-24;6341
Comuna;1107;Alto Hospicio;11;Iquique;1;Tarapacá;Hombres;25-29;6433
Comuna;1107;Alto Hospicio;11;Iquique;1;Tarapacá;Hombres;30-34;6606
Comuna;1107;Alto Hospicio;11;Iquique;1;Tarapacá;Hombres;35-39;5542
Comuna;1107;Alto Hospicio;11;Iquique;1;Tarapacá;Hombres;40-44;4701
Comuna;1107;Alto Hospicio;11;Iquique;1;Tarapacá;Hombres;45-49;3834
Comuna;1107;Alto Hospicio;11;Iquique;1;Tarapacá;Hombres;50-54;3388
Comuna;1107;Alto Hospicio;11;Iquique;1;Tarapacá;Hombres;55-59;3026
Comuna;1107;Alto Hospicio;11;Iquique;1;Tarapacá;Hombres;60-64;2456
Comuna;1107;Alto Hospicio;11;Iquique;1;Tarapacá;Hombres;65-69;1682
Comuna;1107;Alto Hospicio;11;Iquique;1;Tarapacá;Hombres;70-74;986
Comuna;1107;Alto Hospicio;11;Iquique;1;Tarapacá;Hombres;75-79;520
Comuna;1107;Alto Hospicio;11;Iquique;1;Tarapacá;Hombres;80-84;284
Comuna;1107;Alto Hospicio;11;Iquique;1;Tarapacá;Hombres;85 o más;150
Comuna;1107;Alto Hospicio;11;Iquique;1;Tarapacá;Hombres;Total;70649
Comuna;1107;Alto Hospicio;11;Iquique;1;Tarapacá;Mujeres;0-4;5073
Comuna;1107;Alto Hospicio;11;Iquique;1;Tarapacá;Mujeres;5-9;6312
Comuna;1107;Alto Hospicio;11;Iquique;1;Tarapacá;Mujeres;10-14;6376
Comuna;1107;Alto Hospicio;11;Iquique;1;Tarapacá;Mujeres;15-19;5836
Comuna;1107;Alto Hospicio;11;Iquique;1;Tarapacá;Mujeres;20-24;5967
Comuna;1107;Alto Hospicio;11;Iquique;1;Tarapacá;Mujeres;25-29;6536
Comuna;1107;Alto Hospicio;11;Iquique;1;Tarapacá;Mujeres;30-34;6598
Comuna;1107;Alto Hospicio;11;Iquique;1;Tarapacá;Mujeres;35-39;5741
Comuna;1107;Alto Hospicio;11;Iquique;1;Tarapacá;Mujeres;40-44;5035
Comuna;1107;Alto Hospicio;11;Iquique;1;Tarapacá;Mujeres;45-49;4125
Comuna;1107;Alto Hospicio;11;Iquique;1;Tarapacá;Mujeres;50-54;3942
Comuna;1107;Alto Hospicio;11;Iquique;1;Tarapacá;Mujeres;55-59;3218
Comuna;1107;Alto Hospicio;11;Iquique;1;Tarapacá;Mujeres;60-64;2594
Comuna;1107;Alto Hospicio;11;Iquique;1;Tarapacá;Mujeres;65-69;1718
Comuna;1107;Alto Hospicio;11;Iquique;1;Tarapacá;Mujeres;70-74;1047
Comuna;1107;Alto Hospicio;11;Iquique;1;Tarapacá;Mujeres;75-79;686
Comuna;1107;Alto Hospicio;11;Iquique;1;Tarapacá;Mujeres;80-84;366
Comuna;1107;Alto Hospicio;11;Iquique;1;Tarapacá;Mujeres;85 o más;267
Comuna;1107;Alto Hospicio;11;Iquique;1;Tarapacá;Mujeres;Total;71437
Comuna;1107;Alto Hospicio;11;Iquique;1;Tarapacá;Total;0-4;10367
Comuna;1107;Alto Hospicio;11;Iquique;1;Tarapacá;Total;5-9;12749
Comuna;1107;Alto Hospicio;11;Iquique;1;Tarapacá;Total;10-14;13048
Comuna;1107;Alto Hospicio;11;Iquique;1;Tarapacá;Total;15-19;12133
Comuna;1107;Alto Hospicio;11;Iquique;1;Tarapacá;Total;20-24;12308
Comuna;1107;Alto Hospicio;11;Iquique;1;Tarapacá;Total;25-29;12969
Comuna;1107;Alto Hospicio;11;Iquique;1;Tarapacá;Total;30-34;13204
Comuna;1107;Alto Hospicio;11;Iquique;1;Tarapacá;Total;35-39;11283
Comuna;1107;Alto Hospicio;11;Iquique;1;Tarapacá;Total;40-44;9736
Comuna;1107;Alto Hospicio;11;Iquique;1;Tarapacá;Total;45-49;7959
Comuna;1107;Alto Hospicio;11;Iquique;1;Tarapacá;Total;50-54;7330
Comuna;1107;Alto Hospicio;11;Iquique;1;Tarapacá;Total;55-59;6244
Comuna;1107;Alto Hospicio;11;Iquique;1;Tarapacá;Total;60-64;5050
Comuna;1107;Alto Hospicio;11;Iquique;1;Tarapacá;Total;65-69;3400
Comuna;1107;Alto Hospicio;11;Iquique;1;Tarapacá;Total;70-74;2033
Comuna;1107;Alto Hospicio;11;Iquique;1;Tarapacá;Total;75-79;1206
Comuna;1107;Alto Hospicio;11;Iquique;1;Tarapacá;Total;80-84;650
Comuna;1107;Alto Hospicio;11;Iquique;1;Tarapacá;Total;85 o más;417
Comuna;1107;Alto Hospicio;11;Iquique;1;Tarapacá;Total;Total;142086
Comuna;1401;Pozo Almonte;14;Del Tamarugal;1;Tarapacá;Hombres;0-4;592
Comuna;1401;Pozo Almonte;14;Del Tamarugal;1;Tarapacá;Hombres;5-9;700
Comuna;1401;Pozo Almonte;14;Del Tamarugal;1;Tarapacá;Hombres;10-14;718
Comuna;1401;Pozo Almonte;14;Del Tamarugal;1;Tarapacá;Hombres;15-19;693
Comuna;1401;Pozo Almonte;14;Del Tamarugal;1;Tarapacá;Hombres;20-24;742
Comuna;1401;Pozo Almonte;14;Del Tamarugal;1;Tarapacá;Hombres;25-29;713
Comuna;1401;Pozo Almonte;14;Del Tamarugal;1;Tarapacá;Hombres;30-34;681
Comuna;1401;Pozo Almonte;14;Del Tamarugal;1;Tarapacá;Hombres;35-39;655
Comuna;1401;Pozo Almonte;14;Del Tamarugal;1;Tarapacá;Hombres;40-44;608
Comuna;1401;Pozo Almonte;14;Del Tamarugal;1;Tarapacá;Hombres;45-49;438
Comuna;1401;Pozo Almonte;14;Del Tamarugal;1;Tarapacá;Hombres;50-54;439
Comuna;1401;Pozo Almonte;14;Del Tamarugal;1;Tarapacá;Hombres;55-59;399
Comuna;1401;Pozo Almonte;14;Del Tamarugal;1;Tarapacá;Hombres;60-64;402
Comuna;1401;Pozo Almonte;14;Del Tamarugal;1;Tarapacá;Hombres;65-69;359
Comuna;1401;Pozo Almonte;14;Del Tamarugal;1;Tarapacá;Hombres;70-74;243
Comuna;1401;Pozo Almonte;14;Del Tamarugal;1;Tarapacá;Hombres;75-79;148
Comuna;1401;Pozo Almonte;14;Del Tamarugal;1;Tarapacá;Hombres;80-84;83
Comuna;1401;Pozo Almonte;14;Del Tamarugal;1;Tarapacá;Hombres;85 o más;54
Comuna;1401;Pozo Almonte;14;Del Tamarugal;1;Tarapacá;Hombres;Total;8667
Comuna;1401;Pozo Almonte;14;Del Tamarugal;1;Tarapacá;Mujeres;0-4;563
Comuna;1401;Pozo Almonte;14;Del Tamarugal;1;Tarapacá;Mujeres;5-9;727
Comuna;1401;Pozo Almonte;14;Del Tamarugal;1;Tarapacá;Mujeres;10-14;753
Comuna;1401;Pozo Almonte;14;Del Tamarugal;1;Tarapacá;Mujeres;15-19;633
Comuna;1401;Pozo Almonte;14;Del Tamarugal;1;Tarapacá;Mujeres;20-24;596
Comuna;1401;Pozo Almonte;14;Del Tamarugal;1;Tarapacá;Mujeres;25-29;615
Comuna;1401;Pozo Almonte;14;Del Tamarugal;1;Tarapacá;Mujeres;30-34;647
Comuna;1401;Pozo Almonte;14;Del Tamarugal;1;Tarapacá;Mujeres;35-39;689
Comuna;1401;Pozo Almonte;14;Del Tamarugal;1;Tarapacá;Mujeres;40-44;544
Comuna;1401;Pozo Almonte;14;Del Tamarugal;1;Tarapacá;Mujeres;45-49;465
Comuna;1401;Pozo Almonte;14;Del Tamarugal;1;Tarapacá;Mujeres;50-54;441
Comuna;1401;Pozo Almonte;14;Del Tamarugal;1;Tarapacá;Mujeres;55-59;365
Comuna;1401;Pozo Almonte;14;Del Tamarugal;1;Tarapacá;Mujeres;60-64;351
Comuna;1401;Pozo Almonte;14;Del Tamarugal;1;Tarapacá;Mujeres;65-69;316
Comuna;1401;Pozo Almonte;14;Del Tamarugal;1;Tarapacá;Mujeres;70-74;204
Comuna;1401;Pozo Almonte;14;Del Tamarugal;1;Tarapacá;Mujeres;75-79;152
Comuna;1401;Pozo Almonte;14;Del Tamarugal;1;Tarapacá;Mujeres;80-84;85
Comuna;1401;Pozo Almonte;14;Del Tamarugal;1;Tarapacá;Mujeres;85 o más;65
Comuna;1401;Pozo Almonte;14;Del Tamarugal;1;Tarapacá;Mujeres;Total;8211
Comuna;1401;Pozo Almonte;14;Del Tamarugal;1;Tarapacá;Total;0-4;1155
Comuna;1401;Pozo Almonte;14;Del Tamarugal;1;Tarapacá;Total;5-9;1427
Comuna;1401;Pozo Almonte;14;Del Tamarugal;1;Tarapacá;Total;10-14;1471
Comuna;1401;Pozo Almonte;14;Del Tamarugal;1;Tarapacá;Total;15-19;1326
Comuna;1401;Pozo Almonte;14;Del Tamarugal;1;Tarapacá;Total;20-24;1338
Comuna;1401;Pozo Almonte;14;Del Tamarugal;1;Tarapacá;Total;25-29;1328
Comuna;1401;Pozo Almonte;14;Del Tamarugal;1;Tarapacá;Total;30-34;1328
Comuna;1401;Pozo Almonte;14;Del Tamarugal;1;Tarapacá;Total;35-39;1344
Comuna;1401;Pozo Almonte;14;Del Tamarugal;1;Tarapacá;Total;40-44;1152
Comuna;1401;Pozo Almonte;14;Del Tamarugal;1;Tarapacá;Total;45-49;903
Comuna;1401;Pozo Almonte;14;Del Tamarugal;1;Tarapacá;Total;50-54;880
Comuna;1401;Pozo Almonte;14;Del Tamarugal;1;Tarapacá;Total;55-59;764
Comuna;1401;Pozo Almonte;14;Del Tamarugal;1;Tarapacá;Total;60-64;753
Comuna;1401;Pozo Almonte;14;Del Tamarugal;1;Tarapacá;Total;65-69;675
Comuna;1401;Pozo Almonte;14;Del Tamarugal;1;Tarapacá;Total;70-74;447
Comuna;1401;Pozo Almonte;14;Del Tamarugal;1;Tarapacá;Total;75-79;300
Comuna;1401;Pozo Almonte;14;Del Tamarugal;1;Tarapacá;Total;80-84;168
Comuna;1401;Pozo Almonte;14;Del Tamarugal;1;Tarapacá;Total;85 o más;119
Comuna;1401;Pozo Almonte;14;Del Tamarugal;1;Tarapacá;Total;Total;16878
Comuna;1402;Camiña;14;Del Tamarugal;1;Tarapacá;Hombres;0-4;45
Comuna;1402;Camiña;14;Del Tamarugal;1;Tarapacá;Hombres;5-9;61
Comuna;1402;Camiña;14;Del Tamarugal;1;Tarapacá;Hombres;10-14;69
Comuna;1402;Camiña;14;Del Tamarugal;1;Tarapacá;Hombres;15-19;36
Comuna;1402;Camiña;14;Del Tamarugal;1;Tarapacá;Hombres;20-24;31
Comuna;1402;Camiña;14;Del Tamarugal;1;Tarapacá;Hombres;25-29;42
Comuna;1402;Camiña;14;Del Tamarugal;1;Tarapacá;Hombres;30-34;33
Comuna;1402;Camiña;14;Del Tamarugal;1;Tarapacá;Hombres;35-39;37
Comuna;1402;Camiña;14;Del Tamarugal;1;Tarapacá;Hombres;40-44;35
Comuna;1402;Camiña;14;Del Tamarugal;1;Tarapacá;Hombres;45-49;32
Comuna;1402;Camiña;14;Del Tamarugal;1;Tarapacá;Hombres;50-54;34
Comuna;1402;Camiña;14;Del Tamarugal;1;Tarapacá;Hombres;55-59;35
Comuna;1402;Camiña;14;Del Tamarugal;1;Tarapacá;Hombres;60-64;30
Comuna;1402;Camiña;14;Del Tamarugal;1;Tarapacá;Hombres;65-69;37
Comuna;1402;Camiña;14;Del Tamarugal;1;Tarapacá;Hombres;70-74;33
Comuna;1402;Camiña;14;Del Tamarugal;1;Tarapacá;Hombres;75-79;26
Comuna;1402;Camiña;14;Del Tamarugal;1;Tarapacá;Hombres;80-84;19
Comuna;1402;Camiña;14;Del Tamarugal;1;Tarapacá;Hombres;85 o más;13
Comuna;1402;Camiña;14;Del Tamarugal;1;Tarapacá;Hombres;Total;648
Comuna;1402;Camiña;14;Del Tamarugal;1;Tarapacá;Mujeres;0-4;46
Comuna;1402;Camiña;14;Del Tamarugal;1;Tarapacá;Mujeres;5-9;48
Comuna;1402;Camiña;14;Del Tamarugal;1;Tarapacá;Mujeres;10-14;66
Comuna;1402;Camiña;14;Del Tamarugal;1;Tarapacá;Mujeres;15-19;54
Comuna;1402;Camiña;14;Del Tamarugal;1;Tarapacá;Mujeres;20-24;42
Comuna;1402;Camiña;14;Del Tamarugal;1;Tarapacá;Mujeres;25-29;59
Comuna;1402;Camiña;14;Del Tamarugal;1;Tarapacá;Mujeres;30-34;41
Comuna;1402;Camiña;14;Del Tamarugal;1;Tarapacá;Mujeres;35-39;41
Comuna;1402;Camiña;14;Del Tamarugal;1;Tarapacá;Mujeres;40-44;39
Comuna;1402;Camiña;14;Del Tamarugal;1;Tarapacá;Mujeres;45-49;35
Comuna;1402;Camiña;14;Del Tamarugal;1;Tarapacá;Mujeres;50-54;37
Comuna;1402;Camiña;14;Del Tamarugal;1;Tarapacá;Mujeres;55-59;35
Comuna;1402;Camiña;14;Del Tamarugal;1;Tarapacá;Mujeres;60-64;36
Comuna;1402;Camiña;14;Del Tamarugal;1;Tarapacá;Mujeres;65-69;32
Comuna;1402;Camiña;14;Del Tamarugal;1;Tarapacá;Mujeres;70-74;22
Comuna;1402;Camiña;14;Del Tamarugal;1;Tarapacá;Mujeres;75-79;24
Comuna;1402;Camiña;14;Del Tamarugal;1;Tarapacá;Mujeres;80-84;18
Comuna;1402;Camiña;14;Del Tamarugal;1;Tarapacá;Mujeres;85 o más;12
Comuna;1402;Camiña;14;Del Tamarugal;1;Tarapacá;Mujeres;Total;687
Comuna;1402;Camiña;14;Del Tamarugal;1;Tarapacá;Total;0-4;91
Comuna;1402;Camiña;14;Del Tamarugal;1;Tarapacá;Total;5-9;109
Comuna;1402;Camiña;14;Del Tamarugal;1;Tarapacá;Total;10-14;135
Comuna;1402;Camiña;14;Del Tamarugal;1;Tarapacá;Total;15-19;90
Comuna;1402;Camiña;14;Del Tamarugal;1;Tarapacá;Total;20-24;73
Comuna;1402;Camiña;14;Del Tamarugal;1;Tarapacá;Total;25-29;101
Comuna;1402;Camiña;14;Del Tamarugal;1;Tarapacá;Total;30-34;74
Comuna;1402;Camiña;14;Del Tamarugal;1;Tarapacá;Total;35-39;78
Comuna;1402;Camiña;14;Del Tamarugal;1;Tarapacá;Total;40-44;74
Comuna;1402;Camiña;14;Del Tamarugal;1;Tarapacá;Total;45-49;67
Comuna;1402;Camiña;14;Del Tamarugal;1;Tarapacá;Total;50-54;71
Comuna;1402;Camiña;14;Del Tamarugal;1;Tarapacá;Total;55-59;70
Comuna;1402;Camiña;14;Del Tamarugal;1;Tarapacá;Total;60-64;66
Comuna;1402;Camiña;14;Del Tamarugal;1;Tarapacá;Total;65-69;69
Comuna;1402;Camiña;14;Del Tamarugal;1;Tarapacá;Total;70-74;55
Comuna;1402;Camiña;14;Del Tamarugal;1;Tarapacá;Total;75-79;50
Comuna;1402;Camiña;14;Del Tamarugal;1;Tarapacá;Total;80-84;37
Comuna;1402;Camiña;14;Del Tamarugal;1;Tarapacá;Total;85 o más;25
Comuna;1402;Camiña;14;Del Tamarugal;1;Tarapacá;Total;Total;1335
Comuna;1403;Colchane;14;Del Tamarugal;1;Tarapacá;Hombres;0-4;29
Comuna;1403;Colchane;14;Del Tamarugal;1;Tarapacá;Hombres;5-9;29
Comuna;1403;Colchane;14;Del Tamarugal;1;Tarapacá;Hombres;10-14;33
Comuna;1403;Colchane;14;Del Tamarugal;1;Tarapacá;Hombres;15-19;40
Comuna;1403;Colchane;14;Del Tamarugal;1;Tarapacá;Hombres;20-24;35
Comuna;1403;Colchane;14;Del Tamarugal;1;Tarapacá;Hombres;25-29;35
Comuna;1403;Colchane;14;Del Tamarugal;1;Tarapacá;Hombres;30-34;28
Comuna;1403;Colchane;14;Del Tamarugal;1;Tarapacá;Hombres;35-39;14
Comuna;1403;Colchane;14;Del Tamarugal;1;Tarapacá;Hombres;40-44;16
Comuna;1403;Colchane;14;Del Tamarugal;1;Tarapacá;Hombres;45-49;18
Comuna;1403;Colchane;14;Del Tamarugal;1;Tarapacá;Hombres;50-54;11
Comuna;1403;Colchane;14;Del Tamarugal;1;Tarapacá;Hombres;55-59;14
Comuna;1403;Colchane;14;Del Tamarugal;1;Tarapacá;Hombres;60-64;17
Comuna;1403;Colchane;14;Del Tamarugal;1;Tarapacá;Hombres;65-69;15
Comuna;1403;Colchane;14;Del Tamarugal;1;Tarapacá;Hombres;70-74;19
Comuna;1403;Colchane;14;Del Tamarugal;1;Tarapacá;Hombres;75-79;16
Comuna;1403;Colchane;14;Del Tamarugal;1;Tarapacá;Hombres;80-84;14
Comuna;1403;Colchane;14;Del Tamarugal;1;Tarapacá;Hombres;85 o más;6
Comuna;1403;Colchane;14;Del Tamarugal;1;Tarapacá;Hombres;Total;389
Comuna;1403;Colchane;14;Del Tamarugal;1;Tarapacá;Mujeres;0-4;41
Comuna;1403;Colchane;14;Del Tamarugal;1;Tarapacá;Mujeres;5-9;34
Comuna;1403;Colchane;14;Del Tamarugal;1;Tarapacá;Mujeres;10-14;28
Comuna;1403;Colchane;14;Del Tamarugal;1;Tarapacá;Mujeres;15-19;31
Comuna;1403;Colchane;14;Del Tamarugal;1;Tarapacá;Mujeres;20-24;28
Comuna;1403;Colchane;14;Del Tamarugal;1;Tarapacá;Mujeres;25-29;35
Comuna;1403;Colchane;14;Del Tamarugal;1;Tarapacá;Mujeres;30-34;33
Comuna;1403;Colchane;14;Del Tamarugal;1;Tarapacá;Mujeres;35-39;18
Comuna;1403;Colchane;14;Del Tamarugal;1;Tarapacá;Mujeres;40-44;25
Comuna;1403;Colchane;14;Del Tamarugal;1;Tarapacá;Mujeres;45-49;18
Comuna;1403;Colchane;14;Del Tamarugal;1;Tarapacá;Mujeres;50-54;11
Comuna;1403;Colchane;14;Del Tamarugal;1;Tarapacá;Mujeres;55-59;20
Comuna;1403;Colchane;14;Del Tamarugal;1;Tarapacá;Mujeres;60-64;16
Comuna;1403;Colchane;14;Del Tamarugal;1;Tarapacá;Mujeres;65-69;12
Comuna;1403;Colchane;14;Del Tamarugal;1;Tarapacá;Mujeres;70-74;18
Comuna;1403;Colchane;14;Del Tamarugal;1;Tarapacá;Mujeres;75-79;14
Comuna;1403;Colchane;14;Del Tamarugal;1;Tarapacá;Mujeres;80-84;10
Comuna;1403;Colchane;14;Del Tamarugal;1;Tarapacá;Mujeres;85 o más;9
Comuna;1403;Colchane;14;Del Tamarugal;1;Tarapacá;Mujeres;Total;401
Comuna;1403;Colchane;14;Del Tamarugal;1;Tarapacá;Total;0-4;70
Comuna;1403;Colchane;14;Del Tamarugal;1;Tarapacá;Total;5-9;63
Comuna;1403;Colchane;14;Del Tamarugal;1;Tarapacá;Total;10-14;61
Comuna;1403;Colchane;14;Del Tamarugal;1;Tarapacá;Total;15-19;71
Comuna;1403;Colchane;14;Del Tamarugal;1;Tarapacá;Total;20-24;63
Comuna;1403;Colchane;14;Del Tamarugal;1;Tarapacá;Total;25-29;70
Comuna;1403;Colchane;14;Del Tamarugal;1;Tarapacá;Total;30-34;61
Comuna;1403;Colchane;14;Del Tamarugal;1;Tarapacá;Total;35-39;32
Comuna;1403;Colchane;14;Del Tamarugal;1;Tarapacá;Total;40-44;41
Comuna;1403;Colchane;14;Del Tamarugal;1;Tarapacá;Total;45-49;36
Comuna;1403;Colchane;14;Del Tamarugal;1;Tarapacá;Total;50-54;22
Comuna;1403;Colchane;14;Del Tamarugal;1;Tarapacá;Total;55-59;34
Comuna;1403;Colchane;14;Del Tamarugal;1;Tarapacá;Total;60-64;33
Comuna;1403;Colchane;14;Del Tamarugal;1;Tarapacá;Total;65-69;27
Comuna;1403;Colchane;14;Del Tamarugal;1;Tarapacá;Total;70-74;37
Comuna;1403;Colchane;14;Del Tamarugal;1;Tarapacá;Total;75-79;30
Comuna;1403;Colchane;14;Del Tamarugal;1;Tarapacá;Total;80-84;24
Comuna;1403;Colchane;14;Del Tamarugal;1;Tarapacá;Total;85 o más;15
Comuna;1403;Colchane;14;Del Tamarugal;1;Tarapacá;Total;Total;790
Comuna;1404;Huara;14;Del Tamarugal;1;Tarapacá;Hombres;0-4;116
Comuna;1404;Huara;14;Del Tamarugal;1;Tarapacá;Hombres;5-9;124
Comuna;1404;Huara;14;Del Tamarugal;1;Tarapacá;Hombres;10-14;124
Comuna;1404;Huara;14;Del Tamarugal;1;Tarapacá;Hombres;15-19;99
Comuna;1404;Huara;14;Del Tamarugal;1;Tarapacá;Hombres;20-24;87
Comuna;1404;Huara;14;Del Tamarugal;1;Tarapacá;Hombres;25-29;109
Comuna;1404;Huara;14;Del Tamarugal;1;Tarapacá;Hombres;30-34;111
Comuna;1404;Huara;14;Del Tamarugal;1;Tarapacá;Hombres;35-39;94
Comuna;1404;Huara;14;Del Tamarugal;1;Tarapacá;Hombres;40-44;83
Comuna;1404;Huara;14;Del Tamarugal;1;Tarapacá;Hombres;45-49;56
Comuna;1404;Huara;14;Del Tamarugal;1;Tarapacá;Hombres;50-54;88
Comuna;1404;Huara;14;Del Tamarugal;1;Tarapacá;Hombres;55-59;74
Comuna;1404;Huara;14;Del Tamarugal;1;Tarapacá;Hombres;60-64;85
Comuna;1404;Huara;14;Del Tamarugal;1;Tarapacá;Hombres;65-69;77
Comuna;1404;Huara;14;Del Tamarugal;1;Tarapacá;Hombres;70-74;62
Comuna;1404;Huara;14;Del Tamarugal;1;Tarapacá;Hombres;75-79;52
Comuna;1404;Huara;14;Del Tamarugal;1;Tarapacá;Hombres;80-84;23
Comuna;1404;Huara;14;Del Tamarugal;1;Tarapacá;Hombres;85 o más;20
Comuna;1404;Huara;14;Del Tamarugal;1;Tarapacá;Hombres;Total;1484
Comuna;1404;Huara;14;Del Tamarugal;1;Tarapacá;Mujeres;0-4;123
Comuna;1404;Huara;14;Del Tamarugal;1;Tarapacá;Mujeres;5-9;105
Comuna;1404;Huara;14;Del Tamarugal;1;Tarapacá;Mujeres;10-14;106
Comuna;1404;Huara;14;Del Tamarugal;1;Tarapacá;Mujeres;15-19;82
Comuna;1404;Huara;14;Del Tamarugal;1;Tarapacá;Mujeres;20-24;81
Comuna;1404;Huara;14;Del Tamarugal;1;Tarapacá;Mujeres;25-29;122
Comuna;1404;Huara;14;Del Tamarugal;1;Tarapacá;Mujeres;30-34;95
Comuna;1404;Huara;14;Del Tamarugal;1;Tarapacá;Mujeres;35-39;95
Comuna;1404;Huara;14;Del Tamarugal;1;Tarapacá;Mujeres;40-44;70
Comuna;1404;Huara;14;Del Tamarugal;1;Tarapacá;Mujeres;45-49;63
Comuna;1404;Huara;14;Del Tamarugal;1;Tarapacá;Mujeres;50-54;79
Comuna;1404;Huara;14;Del Tamarugal;1;Tarapacá;Mujeres;55-59;79
Comuna;1404;Huara;14;Del Tamarugal;1;Tarapacá;Mujeres;60-64;67
